,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
8370,8370,I192069533,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,501,,2019-09-01 02:49:00,2019,9,Sunday,2,Part Three,CANTERBURY ST,42.27848426,-71.11807311,"(42.27848426, -71.11807311)"
8371,8371,I192069533,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,501,,2019-09-01 02:49:00,2019,9,Sunday,2,Part Three,CANTERBURY ST,42.27848426,-71.11807311,"(42.27848426, -71.11807311)"
8372,8372,I192067945,3410,Towed,TOWED MOTOR VEHICLE,C6,214,,2019-08-27 10:31:00,2019,8,Tuesday,10,Part Three,E ST,42.33727071,-71.04991994,"(42.33727071, -71.04991994)"
8373,8373,I192069532,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,C6,200,,2019-09-01 04:01:00,2019,9,Sunday,4,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
8374,8374,I192069528,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,101,,2019-09-01 00:15:00,2019,9,Sunday,0,Part One,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
8375,8375,I192069526,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A7,34,,2019-09-01 02:41:00,2019,9,Sunday,2,Part Three,WEBSTER ST,42.36629297,-71.03602806,"(42.36629297, -71.03602806)"
8376,8376,I192069524,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B3,430,,2019-09-01 02:30:00,2019,9,Sunday,2,Part Three,BLUE HILL AVE,42.28515394,-71.09102185,"(42.28515394, -71.09102185)"
8377,8377,I192069523,1415,Vandalism,GRAFFITI,D14,794,,2019-09-01 02:39:00,2019,9,Sunday,2,Part Two,COMMONWEALTH AVE,42.34906578,-71.13414695,"(42.34906578, -71.13414695)"
8379,8379,I192069521,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E5,715,,2019-09-01 02:27:00,2019,9,Sunday,2,Part Two,CENTRE ST,42.26657700000001,-71.16293495,"(42.26657700, -71.16293495)"
8380,8380,I192069520,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,763,,2019-08-31 18:30:00,2019,8,Saturday,18,Part One,SURREY ST,42.35074232,-71.15610425,"(42.35074232, -71.15610425)"
8381,8381,I192069519,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,435,,2019-09-01 01:59:00,2019,9,Sunday,1,Part Two,WENTWORTH ST,42.28664406,-71.07500645,"(42.28664406, -71.07500645)"
8382,8382,I192069519,1402,Vandalism,VANDALISM,B3,435,,2019-09-01 01:59:00,2019,9,Sunday,1,Part Two,WENTWORTH ST,42.28664406,-71.07500645,"(42.28664406, -71.07500645)"
8383,8383,I192069519,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,435,,2019-09-01 01:59:00,2019,9,Sunday,1,Part One,WENTWORTH ST,42.28664406,-71.07500645,"(42.28664406, -71.07500645)"
8384,8384,I192069519,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,435,,2019-09-01 01:59:00,2019,9,Sunday,1,Part One,WENTWORTH ST,42.28664406,-71.07500645,"(42.28664406, -71.07500645)"
8385,8385,I192069519,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,435,,2019-09-01 01:59:00,2019,9,Sunday,1,Part Two,WENTWORTH ST,42.28664406,-71.07500645,"(42.28664406, -71.07500645)"
8386,8386,I192069518,2647,Other,THREATS TO DO BODILY HARM,C6,215,,2019-09-01 05:00:00,2019,9,Sunday,5,Part Two,W SEVENTH ST,42.33392802,-71.05027284,"(42.33392802, -71.05027284)"
8387,8387,I192069518,2629,Harassment,HARASSMENT,C6,215,,2019-09-01 05:00:00,2019,9,Sunday,5,Part Two,W SEVENTH ST,42.33392802,-71.05027284,"(42.33392802, -71.05027284)"
8388,8388,I192069517,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,296,,2019-09-01 01:39:00,2019,9,Sunday,1,Part Three,WARREN ST,42.32360785,-71.08256941,"(42.32360785, -71.08256941)"
8389,8389,I192069516,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,512,,2019-09-01 01:25:00,2019,9,Sunday,1,Part Two,BEACON ST,42.253372,-71.11654302,"(42.25337200, -71.11654302)"
8390,8390,I192069515,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,355,,2019-09-01 01:25:00,2019,9,Sunday,1,Part Three,NEPONSET AVE,42.29620667,-71.05487852,"(42.29620667, -71.05487852)"
8391,8391,I192069514,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B2,911,,2019-09-01 01:48:00,2019,9,Sunday,1,Part Three,PRENTISS ST,42.33414659,-71.09470188,"(42.33414659, -71.09470188)"
8392,8392,I192069511,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,395,,2019-08-31 17:00:00,2019,8,Saturday,17,Part Three,BEALE ST,42.28323156,-71.06415725,"(42.28323156, -71.06415725)"
8393,8393,I192069510,3115,Investigate Person,INVESTIGATE PERSON,C6,206,,2019-09-01 01:02:00,2019,9,Sunday,1,Part Three,SEAPORT BLVD,42.35325379,-71.04872409999999,"(42.35325379, -71.04872410)"
8394,8394,I192069509,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,244,,2019-09-01 00:07:00,2019,9,Sunday,0,Part Three,MAYFIELD ST,42.31650496,-71.05803929,"(42.31650496, -71.05803929)"
8395,8395,I192069508,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,93,,2019-08-31 16:40:00,2019,8,Saturday,16,Part Two,CONGRESS ST,42.3588621,-71.05680967,"(42.35886210, -71.05680967)"
8396,8396,I192069508,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,A1,93,,2019-08-31 16:40:00,2019,8,Saturday,16,Part Three,CONGRESS ST,42.3588621,-71.05680967,"(42.35886210, -71.05680967)"
8397,8397,I192069508,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,93,,2019-08-31 16:40:00,2019,8,Saturday,16,Part Two,CONGRESS ST,42.3588621,-71.05680967,"(42.35886210, -71.05680967)"
8398,8398,I192069508,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,93,,2019-08-31 16:40:00,2019,8,Saturday,16,Part One,CONGRESS ST,42.3588621,-71.05680967,"(42.35886210, -71.05680967)"
8399,8399,I192069507,2405,Disorderly Conduct,DISORDERLY CONDUCT,B2,911,,2019-09-01 01:29:00,2019,9,Sunday,1,Part Two,PRENTISS ST,42.33414659,-71.09470188,"(42.33414659, -71.09470188)"
8400,8400,I192069506,301,Robbery,ROBBERY - STREET,A1,101,,2019-09-01 00:17:00,2019,9,Sunday,0,Part One,STATE ST,42.35925113,-71.05415945,"(42.35925113, -71.05415945)"
8401,8401,I192069506,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,101,,2019-09-01 00:17:00,2019,9,Sunday,0,Part One,STATE ST,42.35925113,-71.05415945,"(42.35925113, -71.05415945)"
8402,8402,I192069505,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2019-09-01 01:02:00,2019,9,Sunday,1,Part Two,BROOKLINE AVE,42.34746241,-71.09826597,"(42.34746241, -71.09826597)"
8403,8403,I192069503,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,207,,2019-09-01 00:52:00,2019,9,Sunday,0,Part Two,MARINA PARK DR,42.35300247,-71.0450227,"(42.35300247, -71.04502270)"
8404,8404,I192069501,3115,Investigate Person,INVESTIGATE PERSON,C11,393,,2019-08-31 23:18:00,2019,8,Saturday,23,Part Three,DORCHESTER AVE,42.28657334,-71.06408374,"(42.28657334, -71.06408374)"
8405,8405,I192069500,617,Larceny,LARCENY THEFT FROM BUILDING,C6,220,,2019-08-31 23:13:00,2019,8,Saturday,23,Part One,DORCHESTER ST,42.33482917,-71.04705015,"(42.33482917, -71.04705015)"
8406,8406,I192069499,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A7,27,,2019-09-01 00:02:00,2019,9,Sunday,0,Part Two,MAVERICK ST,42.37189802,-71.04294276,"(42.37189802, -71.04294276)"
8407,8407,I192069498,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,911,,2019-09-01 00:18:00,2019,9,Sunday,0,Part One,PRENTISS ST,42.33380529,-71.09377598,"(42.33380529, -71.09377598)"
8408,8408,I192069497,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,520,,2019-09-01 00:18:00,2019,9,Sunday,0,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
8409,8409,I192069458,724,Auto Theft,AUTO THEFT,B2,320,,2019-08-31 17:30:00,2019,8,Saturday,17,Part One,BLUE HILL AVE,42.3088984,-71.08305190000002,"(42.30889840, -71.08305190)"
8410,8410,I192069496,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,807,,2019-08-31 23:16:00,2019,8,Saturday,23,Part Three,SOLDIERS FIELD RD,42.36428664,-71.13675636,"(42.36428664, -71.13675636)"
8411,8411,I192069495,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,221,,2019-08-31 23:53:00,2019,8,Saturday,23,Part Two,E BROADWAY,42.33550576,-71.04291647,"(42.33550576, -71.04291647)"
8412,8412,I192069494,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,921,,2019-08-31 23:50:00,2019,8,Saturday,23,Part Two,H ST,42.33094957,-71.04139054,"(42.33094957, -71.04139054)"
8413,8413,I192069493,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,281,,2019-08-31 23:53:00,2019,8,Saturday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
8414,8414,I192069493,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,281,,2019-08-31 23:53:00,2019,8,Saturday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
8415,8415,I192069492,3501,Missing Person Reported,MISSING PERSON,B2,281,,2019-08-31 23:53:00,2019,8,Saturday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
8416,8416,I192069492,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,281,,2019-08-31 23:53:00,2019,8,Saturday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
8417,8417,I192069491,3301,Verbal Disputes,VERBAL DISPUTE,B2,308,,2019-08-31 23:17:00,2019,8,Saturday,23,Part Three,WALNUT AVE,42.32031741,-71.08732302,"(42.32031741, -71.08732302)"
8418,8418,I192069489,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,432,,2019-08-31 22:49:00,2019,8,Saturday,22,Part Two,NORFOLK ST,42.28287754,-71.08474489,"(42.28287754, -71.08474489)"
8419,8419,I192069488,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,7,,2019-08-31 23:05:00,2019,8,Saturday,23,Part Three,GLADSTONE ST,42.38957164,-71.00692077,"(42.38957164, -71.00692077)"
8420,8420,I192069487,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,280,,2019-08-31 23:19:00,2019,8,Saturday,23,Part Three,WARREN ST,42.32978737,-71.08324801,"(42.32978737, -71.08324801)"
8421,8421,I192069486,617,Larceny,LARCENY THEFT FROM BUILDING,C11,393,,2019-08-31 22:42:00,2019,8,Saturday,22,Part One,ASHMONT ST,42.2875771,-71.05736757,"(42.28757710, -71.05736757)"
8422,8422,I192069484,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,281,,2019-08-31 23:06:00,2019,8,Saturday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
8423,8423,I192069484,3501,Missing Person Reported,MISSING PERSON,B2,281,,2019-08-31 23:06:00,2019,8,Saturday,23,Part Three,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)"
8424,8424,I192069483,619,Larceny,LARCENY ALL OTHERS,A1,119,,2019-08-31 18:00:00,2019,8,Saturday,18,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
8425,8425,I192069482,3301,Verbal Disputes,VERBAL DISPUTE,B2,296,,2019-08-31 19:37:00,2019,8,Saturday,19,Part Three,COPELAND ST,42.3219484,-71.08138427,"(42.32194840, -71.08138427)"
8426,8426,I192069481,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,280,,2019-08-31 22:19:00,2019,8,Saturday,22,Part Two,DUDLEY ST,42.32863172,-71.08309899,"(42.32863172, -71.08309899)"
8427,8427,I192069480,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,615,,2019-08-31 22:48:00,2019,8,Saturday,22,Part Three,FENWAY,42.33932485,-71.09937561,"(42.33932485, -71.09937561)"
8428,8428,I192069479,617,Larceny,LARCENY THEFT FROM BUILDING,B3,417,,2019-08-31 21:31:00,2019,8,Saturday,21,Part One,MILTON AVE,42.28200583,-71.07606657,"(42.28200583, -71.07606657)"
8429,8429,I192069478,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,574,,2019-08-31 22:18:00,2019,8,Saturday,22,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
8430,8430,I192069477,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,165,,2019-08-31 21:50:00,2019,8,Saturday,21,Part Two,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
8431,8431,I192069475,3115,Investigate Person,INVESTIGATE PERSON,B3,457,,2019-08-31 20:45:00,2019,8,Saturday,20,Part Three,CHARLOTTE ST,42.29944216,-71.08489748,"(42.29944216, -71.08489748)"
8432,8432,I192069474,619,Larceny,LARCENY ALL OTHERS,A1,93,,2019-08-31 09:10:00,2019,8,Saturday,9,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
8433,8433,I192069472,3115,Investigate Person,INVESTIGATE PERSON,B2,330,,2019-08-31 20:42:00,2019,8,Saturday,20,Part Three,BLUE HILL AVE,42.30433950000001,-71.08477887,"(42.30433950, -71.08477887)"
8434,8434,I192069470,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,258,,2019-08-31 21:01:00,2019,8,Saturday,21,Part Three,NONQUIT ST,42.31782662,-71.06834369,"(42.31782662, -71.06834369)"
8435,8435,I192069469,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,582,,2019-08-31 21:15:00,2019,8,Saturday,21,Part Two,CREIGHTON ST,42.32276657,-71.10838774,"(42.32276657, -71.10838774)"
8438,8438,I192069467,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,216,,2019-08-31 21:54:00,2019,8,Saturday,21,Part Three,W SEVENTH ST,42.33574249,-71.05309125,"(42.33574249, -71.05309125)"
8439,8439,I192069466,3115,Investigate Person,INVESTIGATE PERSON,A1,124,,2019-08-31 19:58:00,2019,8,Saturday,19,Part Three,HUDSON ST,42.34867943,-71.06089490000002,"(42.34867943, -71.06089490)"
8440,8440,I192069465,617,Larceny,LARCENY THEFT FROM BUILDING,B2,313,,2019-08-31 20:38:00,2019,8,Saturday,20,Part One,HUMBOLDT AVE,42.31609551,-71.08713118,"(42.31609551, -71.08713118)"
8441,8441,I192069464,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,93,,2019-08-31 21:19:00,2019,8,Saturday,21,Part Two,FANEUIL HALL SQ,42.35981969,-71.05637691,"(42.35981969, -71.05637691)"
8442,8442,I192069463,3201,Property Lost,PROPERTY - LOST,C6,186,,2019-08-31 20:50:00,2019,8,Saturday,20,Part Three,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
8443,8443,I192069462,3201,Property Lost,PROPERTY - LOST,D4,132,,2019-08-31 21:11:00,2019,8,Saturday,21,Part Three,BERKELEY ST,42.35401616,-71.07440895,"(42.35401616, -71.07440895)"
8444,8444,I192069461,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,335,,2019-08-31 17:52:00,2019,8,Saturday,17,Part Two,CLARKSON ST,42.30829668,-71.06747771,"(42.30829668, -71.06747771)"
8445,8445,I192069460,3201,Property Lost,PROPERTY - LOST,B3,465,,2019-08-31 21:39:00,2019,8,Saturday,21,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
8446,8446,I192069459,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,E5,822,,2019-08-31 19:14:00,2019,8,Saturday,19,Part Three,WILLERS ST,42.25967974,-71.15037608,"(42.25967974, -71.15037608)"
8447,8447,I192069457,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,125,,2019-08-31 12:00:00,2019,8,Saturday,12,Part Two,MELROSE ST,42.34935468,-71.06755759999999,"(42.34935468, -71.06755760)"
8448,8448,I192069456,3201,Property Lost,PROPERTY - LOST,E18,484,,2019-08-31 08:30:00,2019,8,Saturday,8,Part Three,HOPEWELL RD,42.26129977,-71.10317703,"(42.26129977, -71.10317703)"
8449,8449,I192069455,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,940,,2019-08-31 20:31:00,2019,8,Saturday,20,Part Two,GARFIELD AVE,42.24448261,-71.1189921,"(42.24448261, -71.11899210)"
8450,8450,I192069454,3115,Investigate Person,INVESTIGATE PERSON,E5,822,,2019-08-31 20:51:00,2019,8,Saturday,20,Part Three,CROWN POINT DR,42.2578406,-71.14813948,"(42.25784060, -71.14813948)"
8451,8451,I192069453,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,948,,2019-08-31 20:08:00,2019,8,Saturday,20,Part Three,AMORY ST,42.31915678,-71.10067583,"(42.31915678, -71.10067583)"
8452,8452,I192069452,619,Larceny,LARCENY ALL OTHERS,B2,181,,2017-09-12 15:00:00,2017,9,Tuesday,15,Part One,MAGAZINE ST,42.32681744,-71.07111038,"(42.32681744, -71.07111038)"
8454,8454,I192069450,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,77,,2019-08-31 19:45:00,2019,8,Saturday,19,Part Two,BOWKER ST,42.36242887,-71.06054873,"(42.36242887, -71.06054873)"
8455,8455,I192069449,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,280,,2019-08-31 20:16:00,2019,8,Saturday,20,Part Three,WARREN ST,42.32978737,-71.08324801,"(42.32978737, -71.08324801)"
8456,8456,I192069449,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,280,,2019-08-31 20:16:00,2019,8,Saturday,20,Part Two,WARREN ST,42.32978737,-71.08324801,"(42.32978737, -71.08324801)"
8457,8457,I192069448,616,Larceny,LARCENY THEFT OF BICYCLE,D4,166,,2019-08-28 20:00:00,2019,8,Wednesday,20,Part One,WASHINGTON ST,42.34108936,-71.07020569,"(42.34108936, -71.07020569)"
8458,8458,I192069447,617,Larceny,LARCENY THEFT FROM BUILDING,B2,302,,2019-08-31 19:13:00,2019,8,Saturday,19,Part One,MARCELLA ST,42.32369646,-71.09564674,"(42.32369646, -71.09564674)"
8459,8459,I192069445,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,336,,2019-08-31 19:34:00,2019,8,Saturday,19,Part Three,BOWDOIN ST,42.30406551,-71.07003320000003,"(42.30406551, -71.07003320)"
8460,8460,I192069445,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,336,,2019-08-31 19:34:00,2019,8,Saturday,19,Part Two,BOWDOIN ST,42.30406551,-71.07003320000003,"(42.30406551, -71.07003320)"
8461,8461,I192069445,3170,Other,INTIMIDATING WITNESS,C11,336,,2019-08-31 19:34:00,2019,8,Saturday,19,Part Three,BOWDOIN ST,42.30406551,-71.07003320000003,"(42.30406551, -71.07003320)"
8462,8462,I192069445,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,336,,2019-08-31 19:34:00,2019,8,Saturday,19,Part Two,BOWDOIN ST,42.30406551,-71.07003320000003,"(42.30406551, -71.07003320)"
8463,8463,I192069444,3115,Investigate Person,INVESTIGATE PERSON,D4,285,,2019-08-31 18:39:00,2019,8,Saturday,18,Part Three,SAINT CYPRIANS PL,42.33636145,-71.08676949999997,"(42.33636145, -71.08676950)"
8464,8464,I192069443,3201,Property Lost,PROPERTY - LOST,B2,585,,2019-08-31 20:06:00,2019,8,Saturday,20,Part Three,JUDGE ST,42.32945358,-71.10271179,"(42.32945358, -71.10271179)"
8465,8465,I192069442,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,125,,2019-08-31 12:00:00,2019,8,Saturday,12,Part Two,MELROSE ST,42.34935468,-71.06755759999999,"(42.34935468, -71.06755760)"
8467,8467,I192069440,3301,Verbal Disputes,VERBAL DISPUTE,A1,123,,2019-08-31 19:15:00,2019,8,Saturday,19,Part Three,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)"
8468,8468,I192069436,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,417,,2019-08-31 19:08:00,2019,8,Saturday,19,Part Three,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
8469,8469,I192069436,3501,Missing Person Reported,MISSING PERSON,B3,417,,2019-08-31 19:08:00,2019,8,Saturday,19,Part Three,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
8471,8471,I192069433,613,Larceny,LARCENY SHOPLIFTING,B3,476,,2019-08-31 16:55:00,2019,8,Saturday,16,Part One,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
8472,8472,I192069432,2647,Other,THREATS TO DO BODILY HARM,E5,681,,2019-08-31 19:20:00,2019,8,Saturday,19,Part Two,WASHINGTON ST,42.28112225,-71.1338382,"(42.28112225, -71.13383820)"
8473,8473,I192069431,617,Larceny,LARCENY THEFT FROM BUILDING,A1,93,,2019-08-31 19:13:00,2019,8,Saturday,19,Part One,FANEUIL HALL SQ,42.36020464,-71.05620816,"(42.36020464, -71.05620816)"
8474,8474,I192069430,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,78,,2019-08-31 16:30:00,2019,8,Saturday,16,Part Three,CONGRESS ST,42.36156104,-71.05758234,"(42.36156104, -71.05758234)"
8475,8475,I192069429,3114,Investigate Property,INVESTIGATE PROPERTY,B2,331,,2019-08-31 19:14:00,2019,8,Saturday,19,Part Three,COLUMBIA RD,42.3116312,-71.06974316,"(42.31163120, -71.06974316)"
8476,8476,I192069428,3115,Investigate Person,INVESTIGATE PERSON,B3,429,,2019-08-31 18:56:00,2019,8,Saturday,18,Part Three,HILDRETH ST,42.2831323,-71.08721870000002,"(42.28313230, -71.08721870)"
8477,8477,I192069427,3301,Verbal Disputes,VERBAL DISPUTE,D4,156,,2019-08-31 18:41:00,2019,8,Saturday,18,Part Three,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.33828866, -71.07908476)"
8478,8478,I192069426,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,C6,206,,2019-08-31 18:53:00,2019,8,Saturday,18,Part Three,SEAPORT BLVD,42.35265112,-71.04757739,"(42.35265112, -71.04757739)"
8479,8479,I192069425,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,130,,2019-08-31 18:59:00,2019,8,Saturday,18,Part Three,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
8480,8480,I192069422,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,92,,2019-08-31 19:23:00,2019,8,Saturday,19,Part Three,CITY HALL PLZ,42.35972137,-71.05852359999999,"(42.35972137, -71.05852360)"
8481,8481,I192069421,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,900,,2019-08-30 01:00:00,2019,8,Friday,1,Part One,SAMUEL MORSE WAY,42.37752746,-71.05501372,"(42.37752746, -71.05501372)"
8482,8482,I192069420,1402,Vandalism,VANDALISM,D4,156,,2019-08-31 18:42:00,2019,8,Saturday,18,Part Two,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.33828866, -71.07908476)"
8484,8484,I192069418,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,328,,2019-08-31 18:39:00,2019,8,Saturday,18,Part Three,INTERVALE ST,42.31081602,-71.07814879,"(42.31081602, -71.07814879)"
8485,8485,I192069416,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,446,,2019-08-31 19:00:00,2019,8,Saturday,19,Part Three,ATHELWOLD ST,42.29603943,-71.07717023,"(42.29603943, -71.07717023)"
8486,8486,I192069414,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,309,,2019-08-31 18:20:00,2019,8,Saturday,18,Part Three,WARREN ST,42.31993295,-71.08157395,"(42.31993295, -71.08157395)"
8487,8487,I192069413,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A1,77,,2019-08-31 16:43:00,2019,8,Saturday,16,Part Three,CONGRESS ST,42.36139413,-71.05768690000002,"(42.36139413, -71.05768690)"
8488,8488,I192069412,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,799,,2019-08-31 17:40:00,2019,8,Saturday,17,Part One,CHESTER ST,42.35371370000001,-71.12804288,"(42.35371370, -71.12804288)"
8489,8489,I192069411,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A1,123,,2019-08-31 15:57:00,2019,8,Saturday,15,Other,WASHINGTON ST,42.34874245,-71.06396897,"(42.34874245, -71.06396897)"
8490,8490,I192069409,3115,Investigate Person,INVESTIGATE PERSON,B3,943,,2019-08-31 17:40:00,2019,8,Saturday,17,Part Three,WOODRUFF WAY,42.27443147,-71.08131004,"(42.27443147, -71.08131004)"
8491,8491,I192069406,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,77,,2019-08-31 13:00:00,2019,8,Saturday,13,Part Two,CAMBRIDGE ST,42.36094387,-71.0612792,"(42.36094387, -71.06127920)"
8492,8492,I192069404,619,Larceny,LARCENY ALL OTHERS,B3,482,,2019-08-31 15:36:00,2019,8,Saturday,15,Part One,RIVER ST,42.26726416,-71.09461109,"(42.26726416, -71.09461109)"
8493,8493,I192069403,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,490,,2019-08-31 17:59:00,2019,8,Saturday,17,Part One,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
8494,8494,I192069402,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,66,,2019-08-31 17:57:00,2019,8,Saturday,17,Part Three,GROVE ST,42.36037474,-71.06868391,"(42.36037474, -71.06868391)"
8495,8495,I192069401,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,C6,914,,2019-08-31 02:00:00,2019,8,Saturday,2,Part Three,GENERAL LAWRENCE J LOGAN ,42.3274691,-71.0537141,"(42.32746910, -71.05371410)"
8498,8498,I192069399,613,Larceny,LARCENY SHOPLIFTING,D4,161,,2019-08-31 17:29:00,2019,8,Saturday,17,Part One,TREMONT ST,42.34701666,-71.06886238,"(42.34701666, -71.06886238)"
